onTimeDeliveryRate,financialScore,defectRate,disputeFrequency,geopoliticalRiskFlag,totalShipments,averageDelayDays,daysSinceLastShip,activeShipmentCount,categoryRisk,riskScore,riskTier
14.09,6.56,25.0,16.92,1,4,17.99,164.1,44,3,89.75,critical
4.5,6.39,24.92,18.38,1,7,19.23,166.3,43,3,93.26,critical
91.11,77.53,3.98,0.33,0,173,2.5,9.7,2,2,14.25,low
82.4,75.11,0.5,0.98,0,236,1.8,24.1,6,2,14.69,low
6.5,14.26,24.55,18.37,1,4,18.39,152.0,49,3,90.92,critical
13.22,8.47,25.34,17.3,1,6,19.93,170.2,44,2,89.89,critical
85.77,79.48,2.42,2.99,0,212,2.6,24.9,6,2,15.88,low
1.5,7.88,22.46,19.89,1,5,17.13,156.6,46,3,92.05,critical
33.27,35.56,21.69,8.61,1,57,12.53,133.1,34,2,67.81,high
12.29,8.79,23.92,18.31,1,4,18.56,154.5,41,2,88.49,critical
2.56,1.03,26.54,17.97,1,4,16.64,163.9,46,3,93.87,critical
83.53,91.12,3.71,1.63,0,124,2.16,5.5,6,0,12.01,low
34.73,49.12,13.61,13.24,0,56,8.56,139.1,25,1,51.3,medium
13.2,13.17,25.17,16.08,1,3,17.33,157.7,44,3,87.9,critical
84.74,80.26,1.62,2.56,0,162,0.6,27.8,3,1,13.34,low
87.61,79.42,1.73,0.81,0,185,2.1,14.2,2,1,12.24,low
29.83,32.3,21.28,13.29,1,55,11.3,107.3,36,1,68.84,high
29.86,38.86,18.17,8.67,1,39,13.78,98.2,31,3,67.66,high
43.37,38.9,12.49,14.47,0,27,9.76,129.1,21,1,51.9,medium
14.88,7.22,28.35,18.43,1,5,17.3,163.4,45,3,91.41,critical
9.16,3.54,26.33,18.23,1,4,18.8,173.9,45,3,93.44,critical
57.45,48.07,11.39,9.4,1,48,3.15,87.4,6,0,44.4,medium
98.13,82.2,4.16,1.67,0,126,1.32,2.7,6,2,12.71,low
54.99,47.52,16.51,8.33,0,59,12.75,137.3,31,3,51.61,medium
80.82,93.46,1.02,2.61,0,103,2.7,19.8,2,1,13.36,low
78.33,56.53,5.78,9.08,1,120,4.05,48.0,10,2,37.19,medium
44.38,24.64,17.81,10.01,0,50,13.44,110.2,29,2,57.95,medium
9.45,7.26,23.47,19.29,1,5,19.68,165.3,40,1,89.16,critical
30.33,45.24,13.96,12.78,0,27,9.03,74.6,32,2,54.04,medium
11.04,6.24,28.95,18.48,1,7,16.06,152.2,45,2,90.39,critical
4.07,6.67,27.07,16.31,1,2,17.73,152.0,47,3,92.44,critical
78.0,74.9,11.29,7.45,0,140,6.8,52.2,24,1,28.98,low
13.11,7.41,22.76,17.54,1,6,18.3,166.4,46,2,88.12,critical
4.14,5.14,28.98,18.16,1,6,17.67,175.8,40,2,93.06,critical
41.35,47.32,14.84,14.4,1,46,9.0,85.7,39,2,60.99,high
54.08,33.03,19.77,14.9,0,33,12.23,106.5,20,3,57.7,medium
11.4,11.51,23.25,17.51,1,3,16.39,162.7,41,3,87.71,critical
38.95,40.05,15.9,9.83,0,30,12.25,137.7,29,2,55.56,medium
14.16,3.32,23.05,19.05,1,3,18.35,174.1,44,3,90.93,critical
90.97,94.33,4.74,0.1,1,142,1.3,14.7,7,1,18.37,low
27.81,44.65,12.42,14.53,0,44,12.86,98.0,28,3,58.45,medium
88.25,79.43,2.06,1.55,0,190,0.88,14.7,5,0,10.74,low
82.49,92.97,0.47,0.89,0,201,0.38,28.2,5,2,11.02,low
74.05,56.22,7.48,6.06,0,110,6.48,26.0,8,2,30.42,medium
8.98,9.61,25.7,16.03,1,7,19.28,178.2,40,3,90.94,critical
92.73,79.31,3.62,0.38,0,265,0.96,7.7,9,1,10.47,low
2.54,7.18,27.37,16.66,1,6,18.75,163.0,41,3,93.32,critical
72.73,62.23,5.05,4.83,0,53,3.31,22.1,7,2,26.57,low
61.73,70.45,5.31,8.88,1,140,4.19,75.5,12,0,35.94,medium
11.71,5.99,26.69,16.4,1,1,16.58,153.7,43,3,89.79,critical
73.3,59.47,11.17,6.4,0,104,5.62,34.5,15,0,29.53,low
4.19,2.96,23.03,16.2,1,3,17.39,170.3,49,3,91.49,critical
5.19,3.56,24.02,16.87,1,7,16.48,155.2,49,3,91.03,critical
60.95,57.89,9.98,7.92,0,56,4.67,49.6,17,3,37.31,medium
87.01,86.6,2.16,2.2,0,284,2.12,22.9,3,2,12.28,low
66.0,57.17,10.93,8.3,0,51,7.84,88.4,15,1,36.96,medium
26.89,48.42,21.53,14.16,0,32,11.32,90.5,32,2,60.1,high
63.62,62.96,12.15,8.58,0,108,3.06,28.1,16,2,33.6,medium
47.52,32.71,19.8,12.39,0,43,9.99,139.2,34,3,58.32,medium
0.34,4.97,23.72,17.39,1,3,18.85,155.9,44,2,91.72,critical
84.36,80.14,4.85,0.0,0,100,1.41,16.6,5,2,16.23,low
82.78,90.64,0.96,2.09,0,281,2.55,0.3,5,2,11.82,low
50.85,22.17,21.13,14.52,1,10,13.02,114.7,28,2,69.08,high
8.62,11.87,28.03,16.19,1,6,19.4,173.4,43,3,92.0,critical
56.49,54.9,7.62,6.13,1,59,7.11,27.7,24,1,43.66,medium
3.36,3.32,22.92,19.33,1,6,18.83,165.5,49,3,93.84,critical
78.98,74.39,11.36,8.01,0,125,5.93,35.7,11,2,28.77,low
36.65,35.02,13.77,14.35,1,52,11.2,95.7,20,2,63.65,high
32.28,48.89,12.18,8.65,0,38,11.38,125.4,39,3,54.33,medium
52.94,33.72,18.91,13.73,1,58,10.83,103.0,27,3,64.15,high
81.67,98.32,0.63,0.84,1,223,1.42,22.8,2,0,15.59,low
91.97,96.1,0.55,0.61,0,242,2.39,29.1,0,0,5.89,low
43.27,32.53,14.39,8.81,0,30,13.63,125.9,33,1,54.29,medium
99.7,93.07,0.83,1.43,0,247,1.96,16.2,1,0,4.74,low
62.37,73.38,7.92,7.34,0,78,7.36,37.5,8,3,33.29,medium
6.72,2.93,27.33,19.49,1,2,18.16,168.0,45,3,94.7,critical
49.69,40.82,12.95,14.29,1,25,12.34,115.1,30,3,62.94,high
4.37,4.15,29.1,17.81,1,6,17.72,174.9,44,3,94.73,critical
33.35,32.49,16.13,9.95,1,13,13.09,128.4,25,3,67.85,high
8.22,7.8,24.13,18.11,1,3,18.12,174.9,43,3,91.26,critical
95.25,88.75,0.59,2.16,0,213,0.22,21.0,3,3,10.42,low
83.0,88.51,4.13,1.54,0,192,0.86,17.0,8,0,11.47,low
81.31,89.62,1.21,0.86,0,278,0.35,17.5,3,2,10.78,low
83.42,82.75,4.57,0.21,0,185,2.49,10.8,7,0,12.82,low
56.11,72.71,8.42,6.22,0,49,6.91,66.2,9,2,33.96,medium
6.91,13.64,24.43,19.3,1,6,16.21,167.2,44,3,89.95,critical
70.19,70.98,8.35,5.52,0,53,5.21,44.2,20,2,30.1,medium
42.99,41.88,13.71,9.21,0,43,8.82,112.0,29,3,51.53,medium
4.51,11.81,26.19,19.93,1,1,18.19,150.9,42,2,91.35,critical
30.84,48.06,15.0,10.19,0,51,11.97,111.1,35,2,55.1,medium
9.41,11.83,29.67,17.7,1,6,18.58,173.2,48,3,93.25,critical
41.93,45.28,14.17,10.18,1,13,10.13,65.7,37,3,60.65,high
86.23,76.94,2.45,2.34,0,274,2.66,21.5,4,0,12.23,low
92.15,91.92,1.51,0.25,0,282,0.4,10.5,1,1,6.14,low
3.51,1.4,26.46,18.71,1,1,16.7,163.4,47,3,94.08,critical
42.75,33.74,18.7,12.46,0,57,13.64,106.6,34,3,59.99,medium
97.42,89.71,4.67,1.71,0,176,1.48,5.8,8,1,10.1,low
97.03,84.72,3.78,2.46,0,255,2.66,21.6,1,0,9.16,low
80.79,93.21,1.93,1.54,0,244,2.6,14.8,4,1,11.41,low
32.18,35.37,12.92,10.93,1,30,8.13,80.8,28,1,59.9,medium
77.09,62.53,13.98,5.91,0,135,3.68,33.8,17,2,30.45,medium
84.55,86.88,4.09,0.2,0,290,1.35,0.9,3,1,10.31,low
58.61,69.44,13.5,5.46,0,140,5.92,46.1,8,2,33.65,medium
13.11,8.05,22.67,18.31,1,2,18.17,168.7,42,3,89.38,critical
82.34,84.83,3.58,0.51,0,168,1.12,5.7,4,3,15.42,low
40.17,32.46,20.83,14.69,0,10,10.23,100.1,23,3,60.46,high
97.65,96.47,2.86,0.57,0,147,2.67,10.9,9,2,10.05,low
96.07,98.52,2.56,2.47,0,194,1.26,9.6,1,0,6.02,low
90.35,99.46,3.82,0.13,0,144,0.93,8.5,3,0,7.14,low
71.66,62.72,11.71,9.41,0,114,5.0,79.5,21,2,34.7,medium
97.82,93.36,3.51,2.72,0,272,2.04,28.9,4,1,8.56,low
88.55,87.76,4.73,1.16,0,140,0.54,22.5,7,0,11.02,low
29.44,30.88,15.22,14.6,0,50,11.91,125.3,34,3,62.35,high
53.35,45.83,19.26,12.48,1,13,12.12,68.2,24,3,61.78,high
87.01,90.6,2.46,2.04,0,245,1.12,1.8,5,2,11.23,low
78.47,65.36,10.22,4.76,1,67,4.03,57.8,24,1,36.18,medium
78.92,48.35,11.23,7.28,1,36,3.79,75.3,15,2,42.15,medium
52.96,42.93,14.96,11.55,0,23,8.63,82.5,26,1,47.5,medium
40.3,47.06,12.98,12.84,0,11,12.24,97.2,24,2,53.08,medium
96.78,91.42,4.93,0.81,0,291,0.09,15.0,6,0,5.95,low
79.11,56.02,13.07,8.32,0,104,7.22,21.7,6,3,34.68,medium
25.83,30.88,15.13,9.81,0,45,10.13,113.2,28,3,58.96,medium
94.11,75.63,1.43,0.55,1,265,2.17,10.5,4,2,19.62,low
14.82,0.5,28.43,17.27,1,2,19.48,163.6,49,3,93.76,critical
46.87,36.83,19.54,9.94,1,57,9.71,69.8,27,2,60.59,high
83.22,75.1,4.33,0.54,0,242,1.07,18.3,4,1,13.93,low
9.25,3.9,28.84,16.1,1,6,16.7,150.2,47,3,91.81,critical
89.63,98.37,4.97,2.74,0,134,2.26,3.3,2,2,12.74,low
0.74,5.61,29.8,18.47,1,7,18.39,156.9,40,2,94.26,critical
97.38,99.37,2.15,0.02,0,112,2.83,2.5,7,2,9.19,low
85.0,83.93,2.9,1.7,0,127,1.83,1.2,1,3,15.91,low
3.09,14.49,29.17,16.6,1,1,16.38,179.7,46,3,92.11,critical
76.57,45.29,7.31,7.02,0,81,7.33,53.4,7,3,34.99,medium
92.39,89.98,1.05,1.75,0,276,0.71,30.0,6,2,9.4,low
39.39,49.39,17.54,12.3,0,27,9.34,105.0,38,0,51.39,medium
4.55,3.08,26.98,16.35,1,6,17.3,176.9,41,2,91.39,critical
61.97,69.95,6.29,4.71,0,111,5.57,70.0,18,2,30.59,medium
72.21,56.26,13.21,6.69,0,100,5.5,20.0,12,2,33.54,medium
79.52,72.84,11.06,8.92,1,38,6.4,50.5,21,2,39.82,medium
40.32,26.92,17.35,14.13,0,32,12.04,119.3,21,2,59.24,medium
26.36,30.18,19.6,10.97,0,42,10.57,121.7,28,2,60.79,high
64.88,65.13,11.28,6.43,0,97,7.66,40.6,20,1,33.62,medium
98.78,89.52,2.68,1.94,0,191,0.68,1.4,5,2,9.34,low
79.2,65.96,5.1,6.35,0,136,3.13,89.4,22,0,24.07,low
1.73,7.48,24.98,17.61,0,5,19.74,170.2,46,3,85.97,critical
82.16,78.35,0.2,0.84,0,280,1.38,7.0,1,1,11.0,low
7.17,11.67,26.48,18.82,1,5,17.46,156.4,49,1,89.23,critical
93.79,98.16,3.08,1.93,0,167,0.51,27.3,4,2,9.77,low
6.2,8.52,24.21,16.41,1,1,17.73,164.4,42,1,87.57,critical
71.64,60.64,13.9,7.78,0,74,6.59,79.6,24,1,35.69,medium
35.33,46.87,13.59,13.16,1,18,11.68,62.4,38,2,62.57,high
67.57,71.87,7.42,4.45,0,63,4.94,55.2,11,2,28.78,low
58.31,51.24,6.47,7.92,0,124,5.29,22.4,18,0,32.39,medium
68.35,59.27,11.56,4.78,1,97,6.29,82.2,18,0,39.83,medium
68.02,69.95,8.39,4.97,0,105,4.81,54.4,18,1,28.31,low
1.45,0.3,26.34,17.06,1,4,18.54,151.4,47,3,94.65,critical
52.32,33.53,17.72,9.12,1,39,9.49,125.0,29,2,60.22,high
5.94,7.97,27.94,17.68,1,7,17.83,168.3,49,3,93.39,critical
90.62,99.14,1.0,0.25,0,236,1.68,4.2,7,1,6.65,low
99.08,79.48,0.53,2.94,0,147,0.95,6.2,9,2,11.75,low
26.42,25.57,15.93,9.12,1,31,12.9,125.9,21,1,66.72,high
9.13,5.03,29.56,18.13,1,5,16.64,168.8,48,3,93.45,critical
63.03,51.08,14.44,7.9,0,101,4.14,31.9,24,3,39.4,medium
82.79,83.43,4.55,1.24,0,153,0.65,17.0,6,1,14.05,low
58.58,53.11,9.2,9.1,1,135,4.57,84.1,16,1,43.82,medium
65.44,73.54,12.39,5.01,0,87,6.2,84.9,20,3,34.7,medium
68.75,67.4,13.51,5.56,0,141,5.16,78.3,15,2,32.64,medium
8.16,6.08,25.26,17.91,1,3,19.06,169.0,48,3,92.85,critical
78.37,66.06,13.92,9.49,0,127,7.4,37.0,16,1,32.29,medium
77.25,73.56,6.4,6.7,0,96,6.39,22.2,9,2,26.53,low
62.48,66.72,11.85,4.53,0,68,5.25,57.8,21,2,33.92,medium
38.92,49.78,21.63,12.5,0,12,12.25,89.8,28,2,56.91,medium
7.59,7.47,26.27,16.21,1,7,16.23,152.3,49,3,90.3,critical
31.25,45.0,12.16,14.21,1,12,13.65,112.6,34,2,65.72,high
7.54,0.67,26.21,18.82,0,1,17.44,170.8,49,2,84.69,critical
6.61,2.54,24.17,16.74,1,7,16.25,178.8,43,3,90.81,critical
30.14,29.69,16.06,13.53,1,14,9.0,72.0,31,3,67.57,high
8.82,9.45,26.41,17.1,0,5,18.94,167.2,46,2,82.59,critical
13.43,9.02,25.04,19.52,1,6,16.61,154.2,40,3,89.38,critical
85.57,93.71,1.58,2.96,0,197,1.87,3.5,1,2,11.85,low
2.67,3.44,26.52,17.37,1,1,18.29,167.7,48,3,94.38,critical
5.5,1.5,28.45,16.02,0,6,17.35,177.7,47,3,85.84,critical
27.25,39.05,19.82,10.93,1,20,10.2,127.6,39,3,69.49,high
29.34,21.69,20.82,11.86,1,39,8.11,82.5,29,0,65.78,high
8.57,2.94,28.74,18.44,1,7,17.79,176.5,47,1,91.81,critical
50.83,26.79,14.26,13.14,0,28,9.27,76.5,21,2,52.46,medium
97.72,96.62,3.5,1.19,0,157,0.95,1.5,8,1,7.82,low
31.01,26.41,21.77,13.31,0,30,13.56,127.7,20,1,62.75,high
88.22,76.0,0.26,0.69,0,172,0.11,13.4,4,2,12.43,low
79.23,69.59,8.36,6.38,0,76,5.53,38.4,21,1,27.31,low
59.66,60.3,14.97,4.04,0,87,6.91,68.2,14,2,37.32,medium
86.82,81.69,1.94,2.81,0,142,2.1,29.1,7,0,13.08,low
83.04,82.92,4.54,2.58,0,296,1.2,2.1,3,2,13.94,low
90.99,90.43,1.47,1.71,0,275,2.81,10.3,5,1,9.23,low
91.86,80.78,4.45,0.64,0,114,1.96,21.0,9,0,12.49,low
47.99,46.1,16.78,9.23,1,24,8.59,117.9,23,3,58.89,medium
6.7,12.52,25.72,16.41,1,1,17.31,176.4,41,3,90.05,critical
96.12,81.21,2.75,0.52,0,211,2.35,4.1,2,2,11.29,low
69.61,54.37,7.11,7.78,0,77,4.79,44.5,14,2,32.73,medium
0.66,6.56,23.38,18.55,1,6,18.95,175.4,41,3,93.33,critical
83.84,90.78,2.67,1.73,0,140,0.87,29.2,7,2,13.86,low
50.78,23.5,15.75,11.82,1,34,9.09,125.7,26,1,61.06,high
93.39,83.52,3.64,1.43,0,223,1.38,11.0,2,3,13.09,low
35.02,47.09,21.09,11.59,1,39,12.8,134.3,22,1,64.69,high
7.24,1.85,26.71,16.93,1,7,16.7,177.1,48,2,91.38,critical
69.83,61.98,14.39,5.1,0,57,4.93,52.2,22,3,35.86,medium
98.18,94.15,2.42,0.4,0,210,2.58,22.9,8,0,6.68,low
55.41,73.38,5.86,6.44,1,123,7.77,23.2,13,2,39.8,medium
39.99,31.95,19.93,14.97,0,12,10.97,72.9,30,3,60.67,high
28.78,48.76,19.91,11.8,0,29,9.51,65.5,24,3,56.78,medium
74.87,69.08,11.73,6.19,0,114,6.58,67.9,9,0,28.32,low
73.93,50.0,10.76,5.53,0,105,5.49,82.8,14,1,32.71,medium
3.71,12.58,27.06,17.36,1,4,16.05,174.1,48,2,90.18,critical
35.05,47.63,19.44,13.19,0,24,13.18,100.7,28,3,59.45,medium
50.48,23.71,17.27,14.52,1,51,9.6,106.4,30,3,65.79,high
3.74,0.78,24.07,18.37,1,5,16.6,177.1,47,3,93.04,critical
87.83,83.38,3.08,1.58,0,245,2.02,24.0,2,0,10.53,low
2.62,14.14,28.96,18.91,1,5,18.74,171.9,42,3,94.21,critical
50.42,36.7,17.3,8.8,1,35,11.92,75.9,38,1,59.52,medium
50.25,35.15,20.8,11.45,0,58,13.34,136.7,20,3,57.92,medium
54.0,22.8,16.51,9.33,0,58,9.7,102.2,22,1,50.8,medium
97.0,86.46,2.45,1.94,0,223,0.47,6.7,9,1,8.72,low
8.47,0.57,26.75,16.85,0,7,17.95,160.8,45,3,84.8,critical
12.27,0.84,26.98,18.89,0,4,16.81,164.8,44,3,84.4,critical
69.75,60.73,14.38,6.88,0,78,7.28,81.1,16,2,36.95,medium
81.74,75.02,2.55,0.83,0,105,2.5,2.9,1,0,14.37,low
65.9,70.44,10.08,4.69,0,128,7.12,52.7,14,1,30.06,medium
55.93,49.86,7.41,6.34,0,131,4.43,26.5,11,2,34.4,medium
64.18,73.1,12.63,5.94,1,74,4.4,51.7,6,1,38.2,medium
93.77,92.25,2.12,0.89,0,255,0.9,9.6,6,2,8.7,low
97.44,95.14,2.73,0.38,0,197,1.04,20.8,0,1,6.7,low
87.1,79.37,4.04,2.15,0,163,0.37,12.9,4,0,12.16,low
44.95,23.23,21.35,9.48,1,16,13.9,69.0,38,2,68.0,high
46.3,34.86,14.23,11.52,0,59,10.48,89.6,23,2,51.94,medium
67.3,71.72,8.69,6.79,0,141,6.57,20.3,23,3,32.09,medium
34.72,49.65,12.03,11.95,1,14,10.61,125.3,28,2,60.89,high
63.45,71.66,10.46,7.4,1,121,3.38,52.4,7,2,38.53,medium
26.15,29.79,14.54,9.79,1,15,11.44,132.9,20,3,67.78,high
10.64,7.53,28.27,19.16,0,5,17.0,155.4,48,3,84.5,critical
60.37,57.7,7.72,6.07,1,80,4.23,65.8,24,2,42.49,medium
41.18,37.86,18.46,10.33,0,21,9.97,81.3,24,2,54.0,medium
98.0,99.8,4.78,0.6,0,209,2.51,9.2,8,0,6.57,low
74.68,57.1,13.69,7.82,0,35,6.15,67.2,9,2,35.69,medium
10.55,2.58,24.72,19.49,1,1,17.18,177.7,40,2,90.6,critical
63.92,72.27,5.77,7.8,0,142,5.69,29.3,11,2,29.24,low
2.52,6.32,22.44,16.05,1,6,17.34,175.2,46,3,90.7,critical
64.62,47.35,8.61,8.64,0,138,3.36,82.4,7,2,34.83,medium
3.0,6.98,29.87,17.58,1,5,18.17,160.6,42,3,94.58,critical
89.73,91.54,4.6,1.45,0,174,2.85,29.7,9,0,11.42,low
93.25,87.19,3.01,0.14,0,248,0.46,25.8,1,0,6.89,low
13.99,3.62,22.46,17.79,1,6,17.5,169.2,41,3,89.11,critical
98.13,96.76,4.93,2.74,0,230,1.94,20.8,3,0,7.47,low
9.5,6.5,22.62,19.95,1,3,16.12,157.2,44,2,88.58,critical
74.94,71.41,10.59,8.91,0,40,7.75,61.3,13,1,31.91,medium
47.03,48.07,19.34,13.84,0,57,8.23,82.0,30,1,50.68,medium
69.49,59.69,6.57,4.69,0,133,7.26,63.9,10,0,28.18,low
64.49,74.8,10.38,6.11,1,30,3.7,58.7,10,1,37.51,medium
69.01,61.88,8.66,7.07,0,110,7.0,48.1,5,2,32.13,medium
26.39,28.81,20.61,13.59,0,25,8.27,102.5,39,2,62.11,high
35.31,40.05,19.89,12.01,0,12,10.12,65.1,27,2,56.5,medium
31.11,45.99,21.63,10.88,0,33,11.9,123.1,24,1,57.1,medium
27.21,44.19,12.67,12.27,1,26,8.22,129.6,38,0,60.62,high
9.36,2.24,22.08,18.7,1,1,19.73,161.4,43,3,92.04,critical
53.61,31.9,20.82,12.93,0,31,12.11,122.2,29,0,54.54,medium
70.94,66.73,10.48,6.45,1,42,3.68,88.9,19,3,41.64,medium
11.05,13.28,23.83,17.49,1,3,19.37,159.7,41,1,86.79,critical
51.84,40.81,20.11,8.32,1,33,13.04,84.7,32,2,61.29,high
26.04,41.27,21.41,10.16,0,21,9.11,82.7,33,3,59.58,medium
2.91,5.61,28.9,17.89,1,4,16.89,161.7,40,3,93.65,critical
7.56,10.01,27.71,19.46,0,4,16.88,168.8,46,3,84.7,critical
4.39,2.74,26.51,19.22,1,1,17.14,162.3,43,3,93.84,critical
82.04,76.4,3.09,1.13,0,143,2.28,18.9,2,2,16.92,low
88.22,79.98,4.74,1.06,1,206,1.82,22.1,5,0,20.18,low
66.07,60.58,12.96,8.0,1,67,4.2,31.0,12,3,43.88,medium
73.56,60.01,10.48,9.46,1,69,5.49,46.5,7,3,42.6,medium
14.83,1.25,24.74,16.43,1,5,18.66,165.3,46,3,90.75,critical
78.0,70.23,7.5,8.33,1,84,6.62,80.5,23,3,40.34,medium
99.65,79.64,0.17,0.86,0,273,1.45,29.7,5,0,6.54,low
11.37,10.53,23.82,19.39,1,1,17.7,170.2,40,3,90.0,critical
55.85,57.04,8.97,6.96,0,111,7.56,65.2,16,2,37.56,medium
12.02,2.23,27.35,18.09,1,4,18.57,163.0,48,3,93.31,critical
96.8,99.91,4.77,2.21,0,279,0.07,16.7,3,2,7.65,low
87.44,86.06,4.57,2.02,0,102,0.4,15.2,0,3,15.64,low
39.36,28.15,15.22,11.37,1,48,8.02,66.0,27,2,61.53,high
14.39,9.65,26.84,18.68,1,6,19.74,169.5,46,3,92.17,critical
74.23,65.15,14.41,5.26,0,146,3.58,89.2,20,3,33.08,medium
6.89,10.05,25.9,19.56,1,3,19.96,172.8,41,3,93.6,critical
60.6,61.54,14.12,6.18,0,30,4.55,37.5,9,2,35.82,medium
59.27,68.49,7.82,6.88,0,57,4.15,86.2,16,2,33.31,medium
2.06,6.52,28.12,18.1,1,1,18.56,155.9,43,3,94.58,critical
62.1,50.16,7.85,7.89,0,144,3.7,58.6,23,0,32.36,medium
28.29,48.3,20.64,11.7,1,52,9.87,125.0,30,3,66.97,high
65.66,62.41,13.06,8.86,0,135,7.76,65.5,6,0,33.64,medium
99.0,75.04,1.37,1.24,0,182,2.07,1.1,8,1,10.78,low
81.64,77.28,1.22,1.99,0,118,0.77,18.5,7,1,14.89,low
41.12,48.44,18.29,14.73,1,22,9.04,125.0,36,2,63.59,high
28.05,25.21,13.83,13.7,1,33,9.1,110.0,33,3,68.7,high
89.09,98.46,3.61,1.18,0,146,2.71,29.3,3,2,12.19,low
98.0,81.43,1.84,0.28,0,242,1.34,7.4,5,1,8.25,low
5.37,7.44,27.01,17.25,1,3,16.23,178.6,41,2,90.32,critical
74.87,51.37,6.84,9.9,1,92,4.05,85.3,14,1,39.98,medium
74.98,58.36,6.41,5.83,0,52,3.33,28.4,10,2,28.31,low
28.87,34.17,17.17,12.23,0,15,8.5,102.5,22,2,57.23,medium
82.44,83.65,4.58,2.49,0,149,0.32,18.9,6,2,15.96,low
35.4,44.82,15.74,10.02,1,23,12.89,75.9,35,3,64.42,high
82.41,81.47,0.2,2.4,0,229,0.37,0.8,4,3,14.01,low
95.6,83.6,0.33,1.67,0,103,0.79,26.6,4,0,8.92,low
56.27,66.02,14.02,4.78,1,112,4.8,83.4,9,2,43.29,medium
40.62,41.49,16.94,9.04,1,47,9.09,110.2,30,3,61.69,high
7.24,1.94,26.31,19.84,1,1,19.91,176.9,48,3,95.96,critical
99.33,78.67,4.32,2.22,0,133,0.57,0.7,6,2,12.85,low
10.94,5.86,29.87,16.2,1,2,19.69,172.0,46,3,93.86,critical
89.16,88.84,4.67,1.84,0,224,1.66,15.1,7,0,10.4,low
65.94,48.33,5.83,8.55,1,133,4.1,49.1,22,3,43.33,medium
53.7,36.78,15.02,14.78,1,48,12.58,93.6,28,3,63.19,high
95.6,94.32,1.41,0.83,0,135,1.12,13.5,0,1,7.57,low
98.02,99.18,4.94,2.35,0,203,0.39,9.1,4,2,8.78,low
45.9,25.63,19.29,14.62,0,15,10.58,124.1,25,0,56.51,medium
12.43,6.57,24.54,17.12,0,6,18.45,173.4,40,3,82.14,critical
89.85,92.36,1.09,1.59,0,216,0.52,8.5,1,0,6.61,low
1.97,3.06,23.16,19.79,1,1,18.91,173.2,49,3,94.82,critical
9.33,11.39,23.23,18.37,1,2,19.72,160.4,46,3,90.97,critical
25.37,20.44,21.17,12.82,0,42,10.54,75.1,32,2,63.69,high
82.43,90.34,0.38,1.77,0,268,2.18,22.9,5,1,10.64,low
27.71,41.9,13.53,14.39,1,53,13.42,68.7,27,2,65.57,high
38.75,41.14,14.57,8.39,0,32,12.87,73.3,38,3,55.03,medium
11.3,5.96,29.0,16.48,1,5,17.81,171.6,41,3,91.93,critical
35.72,47.3,18.24,8.65,0,13,9.29,129.9,34,3,55.47,medium
39.87,47.84,18.25,12.07,1,12,9.07,114.1,36,2,62.53,high
61.23,57.5,5.9,6.02,0,72,4.97,39.9,9,3,33.57,medium
90.49,92.31,0.04,0.7,0,280,1.0,28.1,1,0,5.41,low
85.74,85.69,1.78,0.79,0,287,1.15,8.2,6,3,12.46,low
98.0,92.88,0.04,2.58,0,213,0.91,18.1,3,2,8.04,low
26.37,28.91,15.07,10.04,0,56,10.11,119.8,29,3,59.35,medium
97.36,77.51,2.98,0.91,0,105,2.76,14.8,1,2,13.8,low
92.36,84.99,4.13,0.43,0,103,2.51,0.2,3,0,10.9,low
59.83,66.98,5.43,4.63,1,43,3.2,80.8,7,2,38.0,medium
5.35,5.03,28.6,17.21,1,2,17.81,158.9,45,3,93.66,critical
1.77,12.05,27.37,16.06,1,7,18.37,157.5,40,3,91.87,critical
30.47,28.85,18.25,10.8,1,57,11.83,62.5,29,2,66.73,high
66.74,60.06,11.53,4.08,1,96,3.33,49.7,16,1,38.36,medium
90.25,97.74,1.37,0.39,0,295,2.9,20.1,2,0,5.8,low
85.44,87.41,1.75,1.13,0,149,0.46,23.5,9,0,10.38,low
58.74,48.41,8.22,9.9,0,129,3.59,23.6,19,1,34.96,medium
3.25,13.03,24.38,18.1,0,7,18.63,169.5,40,3,83.42,critical
93.18,90.57,4.81,2.2,0,167,2.53,24.4,9,0,11.1,low
34.92,47.62,19.5,9.39,0,38,10.36,75.6,32,2,54.16,medium
77.08,45.63,9.92,9.83,0,114,5.3,21.1,16,1,33.12,medium
29.31,48.04,14.01,12.04,1,42,13.3,70.8,36,3,65.34,high
58.5,71.77,7.85,6.46,0,96,6.44,68.3,22,2,33.63,medium
91.2,95.06,3.36,0.32,0,132,2.86,5.9,9,0,9.36,low
72.62,64.37,11.45,9.93,0,41,7.63,53.5,23,2,36.47,medium
88.24,91.98,1.23,1.51,0,166,0.47,6.2,9,1,9.63,low
46.62,32.01,20.76,11.72,1,36,9.91,70.4,22,2,62.99,high
92.62,87.1,2.99,1.63,0,272,1.11,20.5,6,1,9.46,low
62.98,56.43,13.22,6.66,1,59,4.69,61.4,8,1,42.85,medium
71.34,71.71,11.04,9.34,0,51,4.03,75.7,5,1,30.37,medium
36.5,27.04,15.08,8.51,1,12,13.0,131.9,39,3,68.08,high
8.73,6.04,27.42,19.83,1,4,18.8,158.0,45,3,94.04,critical
10.16,13.25,26.28,18.73,1,1,18.15,171.7,45,3,91.3,critical
