etaDeviationHours,weatherLevel,routeRiskIndex,carrierReliability,trackingGapHours,shipmentValueUSD,daysInTransit,supplierRiskScore,isInternational,carrierDelayRate,riskScore,riskTier
66.99,medium,57.5,51.35,26.6,263788.12,31.2,75.02,0,33.77,53.14,medium
0.99,medium,4.47,88.33,0.08,49944.04,5.3,12.13,0,5.61,11.38,low
-0.29,low,15.31,95.37,1.1,43462.56,2.9,9.2,0,6.26,5.13,low
84.37,high,80.6,0.58,58.15,474349.87,38.4,82.58,1,50.53,85.73,critical
63.85,high,58.4,46.85,24.12,349466.12,36.1,84.48,1,47.05,67.4,high
9.11,low,12.6,98.24,5.73,28223.99,3.9,16.76,0,6.02,7.11,low
-0.34,low,14.39,85.03,6.55,11353.32,0.5,7.4,0,2.69,5.08,low
-4.86,low,1.16,99.16,6.97,45728.76,2.4,13.71,0,2.06,3.76,low
51.18,low,84.72,51.21,29.08,285576.34,35.4,61.87,1,40.62,52.47,medium
37.18,high,36.65,76.71,8.45,111426.23,21.4,23.37,0,21.57,36.27,medium
6.01,low,17.75,94.93,3.99,1023.35,0.4,3.27,0,7.95,5.07,low
20.61,medium,21.32,62.75,17.73,47566.38,5.3,43.08,0,27.01,25.36,low
84.55,high,86.26,17.55,71.9,383223.79,42.2,91.09,1,55.82,85.79,critical
-2.95,low,3.55,87.35,1.4,33143.5,1.0,6.82,0,9.58,4.0,low
44.81,high,59.57,48.27,45.42,206287.21,31.6,53.63,1,43.66,59.36,medium
-4.58,low,12.47,84.49,2.0,43707.93,3.1,18.54,0,1.6,6.46,low
1.46,low,2.71,92.81,4.34,39506.72,6.8,18.8,0,0.25,5.47,low
-4.42,low,7.07,93.03,4.07,41669.05,6.7,12.8,0,4.73,5.52,low
19.58,low,47.62,76.75,23.89,195356.97,13.3,49.55,0,28.24,27.18,low
4.41,low,17.25,83.52,4.33,3596.2,4.4,13.26,0,0.4,6.96,low
-4.68,low,16.19,90.43,7.18,23112.26,2.1,11.84,0,3.87,5.82,low
48.33,medium,74.71,34.46,37.31,203554.09,34.1,79.62,1,48.41,59.07,medium
67.19,high,57.88,47.26,28.31,224749.49,34.6,74.12,1,28.66,63.08,high
6.82,low,8.27,99.96,4.69,23074.97,1.7,16.33,0,7.31,5.42,low
17.31,medium,40.28,59.78,18.89,136298.43,17.3,22.24,0,20.3,29.61,low
29.93,medium,52.77,70.65,9.55,173166.69,5.4,48.33,1,20.47,36.17,medium
42.3,high,60.21,34.91,28.95,313384.24,19.1,52.5,0,48.92,55.09,medium
46.46,high,75.62,30.75,25.65,207282.63,28.4,78.06,1,44.49,62.6,high
-2.96,low,15.63,96.0,1.5,24428.89,0.1,1.75,1,0.3,7.21,low
27.05,medium,26.93,79.8,17.86,122531.45,5.9,25.37,1,17.07,29.36,low
37.83,high,64.67,39.8,20.95,374372.65,31.4,51.09,1,45.18,60.71,high
4.28,low,18.54,99.93,5.13,39112.06,7.9,10.75,0,2.63,6.96,low
112.73,high,80.14,9.28,61.47,450006.86,42.7,98.09,1,54.14,92.03,critical
72.77,medium,72.54,36.9,28.34,386057.9,27.1,58.33,0,44.21,59.21,medium
-0.38,low,1.29,96.66,7.99,16811.52,7.4,19.41,0,2.59,4.82,low
106.72,high,89.02,17.89,56.35,386716.92,40.6,99.5,1,59.76,89.17,critical
8.81,low,10.7,84.13,3.25,40550.73,1.8,17.55,0,9.19,8.17,low
104.33,low,81.41,15.13,66.5,456310.23,42.7,80.72,1,50.21,77.13,high
-0.23,low,13.3,92.16,4.55,5827.02,2.8,14.51,0,5.52,5.04,low
-1.8,low,16.72,92.21,7.04,35700.43,3.4,2.31,0,1.26,5.3,low
114.02,high,86.94,14.84,59.08,421947.55,43.5,84.67,1,50.44,90.41,critical
18.73,high,44.38,73.64,16.74,112534.27,18.6,24.66,1,26.78,39.02,medium
-0.3,low,8.81,88.89,1.02,33451.24,5.7,7.02,0,9.46,5.29,low
35.73,high,57.94,41.11,41.94,281736.46,28.9,63.86,1,36.08,59.47,medium
90.59,medium,82.06,15.55,64.39,407944.19,41.2,91.66,0,48.52,75.74,high
9.76,low,29.86,65.22,24.51,66940.24,11.6,23.37,0,18.7,18.35,low
27.63,low,22.05,79.53,17.98,171228.02,10.6,27.71,0,20.96,21.36,low
30.27,high,36.54,68.42,20.12,157176.71,9.9,44.06,1,19.9,41.72,medium
69.75,high,55.36,46.97,45.34,233903.44,36.9,81.41,1,34.38,66.74,high
56.78,high,72.64,38.76,22.17,265538.42,27.4,60.88,1,31.55,61.93,high
28.58,medium,31.44,51.99,15.67,21809.45,15.8,28.47,0,12.65,28.01,low
-1.49,low,13.98,99.93,1.68,4283.62,0.2,8.22,0,1.08,2.75,low
29.42,medium,40.13,69.27,16.39,77805.46,14.1,21.93,1,27.06,33.04,medium
118.16,medium,87.73,15.32,59.87,403904.96,40.1,92.53,1,49.66,84.84,critical
-1.47,medium,8.93,86.97,4.96,39686.39,5.0,9.2,0,0.4,11.53,low
100.91,high,94.42,2.57,67.45,498386.09,40.7,95.31,1,51.21,93.31,critical
-4.42,low,1.07,91.57,1.55,44276.2,4.1,16.96,1,7.86,8.82,low
105.11,high,80.23,10.87,56.25,429360.75,43.2,89.53,0,59.29,85.16,critical
39.94,medium,48.62,62.9,10.69,70690.2,8.6,47.09,1,22.18,36.52,medium
70.71,medium,56.1,33.4,27.81,296320.99,23.2,66.91,0,45.86,55.09,medium
37.73,high,35.03,62.27,21.28,170469.28,19.6,30.01,0,19.34,40.53,medium
26.17,low,52.8,53.35,10.37,171357.65,11.3,36.84,0,22.28,27.5,low
12.38,medium,53.25,62.24,11.49,135251.99,10.2,33.61,1,20.69,32.84,medium
29.9,low,42.04,62.56,10.06,104841.8,9.6,39.31,1,23.07,28.3,low
101.75,high,91.99,16.03,70.09,459475.15,38.3,80.86,1,50.01,89.52,critical
44.56,high,81.47,32.82,30.09,301853.14,36.9,69.24,1,38.21,65.9,high
115.03,high,82.62,6.39,71.07,490814.58,38.9,91.53,1,56.9,94.08,critical
9.88,low,0.58,96.79,7.81,43647.45,2.3,14.12,0,5.2,6.0,low
2.05,low,3.98,98.61,3.49,14575.37,7.8,5.66,0,7.14,4.04,low
51.87,high,74.55,47.54,27.94,362242.37,32.3,68.59,0,37.03,61.2,high
113.29,high,99.5,11.76,71.5,411786.51,38.5,82.23,1,53.45,92.35,critical
25.97,medium,29.91,79.05,20.83,174807.01,14.2,22.02,0,14.92,28.24,low
-0.73,low,15.38,94.89,2.0,20778.31,7.4,10.87,0,0.55,5.29,low
39.01,low,24.1,75.8,24.78,48597.15,11.5,36.53,0,27.83,23.2,low
30.12,low,24.58,65.31,20.66,72539.45,7.7,40.67,1,17.45,25.76,low
19.02,low,40.86,61.26,8.61,163889.06,12.9,34.81,0,26.52,23.99,low
86.01,high,84.02,6.55,56.07,451389.34,43.7,99.89,1,56.56,87.78,critical
14.5,high,30.24,56.93,14.29,32917.29,7.2,43.48,0,10.22,30.41,medium
19.15,low,33.35,75.79,14.83,148554.54,9.5,48.76,1,23.7,26.31,low
12.61,low,20.66,78.2,20.4,48509.36,7.0,34.6,1,13.96,19.35,low
44.54,high,65.4,29.81,44.84,384115.77,23.5,67.57,1,38.63,65.4,high
104.82,high,82.84,10.42,64.0,407830.2,39.1,88.28,0,49.77,84.35,critical
70.54,high,65.04,25.3,44.27,377820.46,18.6,57.98,1,30.29,68.15,high
107.22,high,99.24,11.24,60.66,497427.13,39.7,81.5,1,59.67,92.68,critical
83.73,high,96.0,0.47,68.22,435935.68,42.8,83.54,1,51.45,88.59,critical
73.53,low,75.52,31.59,33.23,215728.05,23.3,56.01,1,37.71,53.4,medium
86.13,high,99.71,16.76,56.34,403041.16,39.1,80.54,1,56.06,85.14,critical
112.98,high,86.09,16.27,62.01,404910.98,40.7,97.51,1,57.91,90.92,critical
2.02,low,5.22,93.4,6.63,34504.32,3.6,1.97,0,1.3,4.1,low
110.17,high,86.37,5.09,64.48,477512.05,39.6,86.89,1,56.72,92.46,critical
104.96,high,85.9,0.33,63.89,396103.13,43.6,98.46,1,49.72,91.07,critical
61.69,high,68.3,29.0,44.44,212843.6,25.7,67.87,0,29.0,60.58,high
70.86,high,60.18,37.06,42.19,298684.05,27.0,65.97,0,29.67,62.41,high
115.83,high,83.83,2.13,61.97,451471.13,41.1,98.23,1,50.99,93.37,critical
60.53,low,72.84,51.09,44.57,313390.41,32.0,82.87,0,48.77,52.77,medium
-0.47,low,11.29,83.1,2.48,4215.57,1.8,1.56,0,9.52,4.5,low
70.37,high,82.99,30.49,20.42,225356.63,27.7,65.59,1,45.43,66.69,high
-1.53,low,19.86,83.39,5.79,14319.61,5.1,13.5,0,2.96,7.21,low
35.02,medium,24.62,79.63,5.71,148818.62,10.6,21.35,0,14.1,26.15,low
30.18,low,41.92,57.37,24.71,67376.59,19.7,28.27,1,19.79,30.27,medium
8.27,low,13.59,90.34,2.34,22652.9,2.1,12.91,0,6.29,6.75,low
-4.09,low,3.43,88.8,6.17,28100.7,2.4,3.92,1,7.65,8.15,low
9.64,low,4.4,99.45,1.86,48188.94,7.6,0.53,0,1.46,5.21,low
0.4,low,0.48,88.57,1.32,24760.81,5.1,19.82,1,3.63,8.75,low
44.25,high,84.11,31.37,28.54,261659.58,30.8,51.7,0,34.18,58.41,medium
97.1,high,91.53,10.82,66.1,403275.75,44.8,93.32,1,58.13,90.03,critical
4.51,low,7.25,99.34,0.33,27449.36,6.2,14.15,0,4.46,4.99,low
5.75,medium,31.95,76.5,23.67,23063.46,6.7,49.97,1,14.87,26.6,low
116.61,high,94.35,18.03,71.39,425807.72,39.3,98.67,1,57.38,93.76,critical
0.66,low,1.36,84.56,6.82,1047.99,6.5,6.15,0,0.66,4.31,low
69.38,low,62.87,29.12,43.11,342248.14,27.2,59.14,1,41.55,56.69,medium
-2.22,low,4.16,89.13,5.71,30774.48,7.5,19.96,1,8.7,10.47,low
35.81,high,83.28,25.34,29.54,165527.42,24.1,56.31,1,48.31,59.28,medium
93.97,medium,89.61,18.05,71.62,422560.36,44.9,90.3,1,59.73,83.46,critical
28.51,low,46.13,65.76,10.46,30251.32,10.9,36.55,1,13.45,25.83,low
7.6,low,10.42,82.93,2.51,23487.08,7.4,11.77,0,6.08,7.86,low
8.89,low,30.04,56.0,16.33,194524.44,17.4,33.06,0,19.28,23.15,low
57.99,medium,78.05,44.72,37.47,225318.53,34.7,77.41,1,35.45,59.82,medium
61.43,high,81.55,40.78,43.61,151365.75,34.8,78.58,0,30.08,61.93,high
12.76,low,20.76,59.13,15.46,85679.78,20.3,23.86,0,18.16,19.41,low
16.56,low,22.14,62.73,12.25,41951.92,5.5,32.26,1,24.62,20.98,low
89.99,high,84.78,19.32,63.58,394781.09,40.1,92.71,1,59.22,85.77,critical
58.81,high,55.39,48.51,44.75,217211.48,19.0,63.5,0,40.76,55.94,medium
38.06,medium,52.22,37.7,41.87,267525.09,24.9,72.81,0,41.34,49.56,medium
80.29,high,83.72,9.37,66.26,455892.18,39.2,99.41,1,49.86,86.38,critical
9.93,low,13.37,90.9,4.58,25036.86,7.3,7.58,1,2.84,11.55,low
103.29,high,85.22,15.7,70.54,395217.22,41.5,86.19,1,57.99,89.05,critical
64.62,high,61.8,39.26,49.66,370613.0,29.3,65.14,1,43.25,69.06,high
52.67,high,61.96,38.22,25.3,155840.25,26.8,60.5,0,37.42,53.91,medium
56.8,high,67.14,41.8,48.36,162575.9,29.2,55.42,0,37.19,57.68,medium
6.19,low,13.45,86.66,4.0,17447.89,4.8,5.4,0,4.47,6.53,low
90.78,high,86.37,0.15,59.88,392639.13,41.3,98.99,1,50.65,87.7,critical
88.81,high,86.34,11.19,60.21,396864.74,43.8,92.18,1,49.05,86.17,critical
12.22,high,40.72,56.38,24.05,196458.08,15.2,35.4,0,24.76,38.05,medium
0.24,low,11.38,84.89,3.54,41261.6,0.4,15.69,1,2.18,9.77,low
7.54,high,48.34,56.52,5.76,83656.25,7.9,42.38,0,22.35,32.46,medium
19.74,low,23.77,63.35,23.91,166664.74,12.6,23.03,1,15.24,25.88,low
8.6,low,31.96,73.3,11.61,174952.99,22.0,39.59,1,16.68,25.76,low
4.98,low,14.91,88.49,2.01,1160.91,6.3,3.05,1,3.01,9.66,low
8.82,low,1.7,83.09,5.3,18642.87,5.3,6.2,0,0.32,6.02,low
0.83,low,1.52,92.32,4.21,33158.4,0.1,3.7,0,8.6,3.25,low
61.55,low,67.26,35.76,23.13,397349.07,18.7,63.88,1,38.69,52.9,medium
36.23,low,81.47,28.45,43.98,203710.09,25.6,54.63,1,33.89,48.54,medium
6.51,high,47.52,63.07,8.22,190313.86,18.7,46.81,0,15.2,36.15,medium
66.54,high,56.61,51.66,43.49,395965.8,18.0,73.47,1,29.03,65.18,high
5.63,medium,39.01,54.08,8.01,69365.89,13.7,21.17,1,21.41,28.41,low
66.04,medium,61.43,49.19,34.57,245595.11,32.1,68.18,1,43.7,58.37,medium
102.28,high,91.09,11.12,66.86,437689.79,42.6,83.05,1,55.73,90.43,critical
20.51,medium,47.25,61.98,24.28,20206.57,12.3,43.97,0,22.66,29.62,low
59.26,high,79.94,46.2,34.93,167093.19,21.5,52.5,1,45.89,60.81,high
4.9,low,12.13,83.26,6.24,29107.68,6.9,3.37,0,2.94,7.11,low
32.07,medium,42.55,57.66,5.75,91280.57,8.4,47.13,0,12.0,30.11,medium
98.93,medium,95.84,6.32,66.69,400767.31,42.3,86.52,1,49.39,83.77,critical
21.83,high,28.67,57.75,14.76,185813.48,11.6,29.39,1,21.35,39.61,medium
81.45,high,88.54,18.61,66.07,408200.45,44.3,83.22,1,56.76,85.15,critical
20.53,low,51.89,76.01,13.09,61738.14,10.9,30.47,0,15.6,20.75,low
117.59,medium,89.07,10.24,70.48,406279.78,41.2,94.51,0,58.1,83.56,critical
3.84,low,1.66,99.18,7.04,18456.73,5.6,16.04,1,8.81,9.07,low
6.69,low,9.54,99.64,7.22,32259.7,2.4,14.47,1,0.76,9.62,low
115.89,high,93.81,12.41,71.02,477515.4,38.3,90.76,1,53.06,94.22,critical
-3.7,low,15.3,99.41,6.36,35928.73,7.4,3.42,1,6.5,9.48,low
97.37,high,80.51,9.42,57.46,393502.63,39.2,98.89,1,52.77,86.8,critical
29.89,medium,34.28,65.4,10.77,81454.9,13.6,41.51,1,16.79,33.06,medium
46.36,medium,60.56,28.29,26.39,387739.35,31.0,61.89,0,31.2,53.73,medium
11.64,low,28.53,75.57,20.77,84303.1,20.3,44.41,1,29.28,25.45,low
14.37,low,26.7,60.5,9.22,70507.61,12.2,35.08,1,28.02,23.35,low
16.5,low,42.8,64.28,15.24,185858.51,6.3,49.9,1,13.33,27.88,low
45.25,high,76.5,38.57,40.59,303140.03,36.8,57.41,0,41.07,61.27,high
69.52,high,64.51,46.43,23.95,268353.24,24.7,61.41,0,48.64,59.5,medium
44.21,low,50.15,28.47,20.14,329454.56,19.8,75.5,0,37.1,43.45,medium
69.66,medium,74.16,48.37,47.81,235034.92,29.5,61.58,1,31.49,60.05,high
110.44,high,91.91,8.63,60.18,485698.62,44.4,95.54,1,49.54,93.6,critical
61.67,high,61.03,44.47,43.57,303885.22,29.4,84.61,0,40.73,63.03,high
15.38,medium,34.36,67.14,16.81,173186.12,19.4,25.05,0,17.63,28.88,low
98.15,high,86.74,8.04,56.51,390479.16,43.5,80.02,1,53.61,86.96,critical
57.6,high,82.42,49.62,23.86,378574.92,21.5,84.28,0,38.1,62.33,high
38.29,high,79.76,32.88,39.95,170649.68,27.6,79.05,1,40.16,61.74,high
113.31,high,87.4,11.71,67.56,423649.29,43.2,87.87,0,57.88,88.33,critical
102.99,high,90.65,8.62,64.13,416518.78,38.4,89.05,1,53.25,89.52,critical
96.29,medium,83.12,3.07,65.54,485905.86,39.2,86.76,1,59.93,84.17,critical
7.37,low,4.63,88.53,1.98,6437.89,3.2,16.25,1,4.7,9.61,low
5.43,high,15.86,84.45,6.25,31339.33,1.1,14.81,1,1.48,23.37,low
15.31,high,30.38,68.36,9.8,85617.21,9.1,46.87,0,23.25,31.67,medium
21.05,medium,27.92,73.82,20.09,122772.27,16.6,41.13,0,21.23,28.66,low
113.37,high,95.77,3.16,62.8,403097.25,44.2,82.24,1,51.14,92.46,critical
35.94,medium,46.25,71.97,13.48,102946.23,15.0,37.14,0,10.56,31.26,medium
8.1,low,8.63,96.41,2.49,47515.41,2.1,12.37,1,4.16,9.93,low
119.96,medium,97.13,7.66,64.24,477774.66,43.8,99.08,1,49.23,90.48,critical
25.71,low,50.75,69.88,13.55,46705.04,7.4,31.69,1,18.74,25.53,low
105.17,high,89.61,11.59,63.09,422362.0,44.8,85.83,0,49.92,86.19,critical
9.0,low,0.72,86.38,0.74,26917.69,0.7,12.46,1,2.06,9.08,low
2.79,low,2.87,89.24,1.96,14986.35,6.6,19.87,0,5.8,5.66,low
42.65,low,59.86,50.56,49.75,281520.6,29.2,66.97,1,48.42,50.01,medium
105.82,high,89.53,1.72,58.22,482616.85,43.6,81.03,1,56.89,92.05,critical
14.96,low,25.23,52.93,8.95,45864.5,9.3,29.99,1,10.89,21.36,low
87.23,high,99.96,1.97,63.58,415549.08,43.6,86.46,1,53.52,89.07,critical
7.21,high,27.94,69.35,20.24,96780.51,12.9,20.39,0,29.79,30.22,medium
20.55,medium,50.12,54.1,11.87,154409.42,7.9,43.29,0,12.99,31.13,medium
95.0,high,88.53,15.75,55.72,420847.42,40.6,96.16,0,55.57,83.37,critical
26.66,low,37.09,60.34,17.28,76781.07,12.2,43.81,0,29.36,24.7,low
46.45,medium,74.13,43.6,30.97,168442.11,22.2,65.54,1,44.47,52.7,medium
23.22,low,31.28,67.52,5.0,38093.16,7.6,38.76,1,13.51,22.09,low
-2.8,low,12.14,84.44,5.84,40778.01,2.3,15.44,0,6.59,6.71,low
0.82,low,7.56,81.76,6.92,21618.59,4.0,3.6,1,0.05,9.17,low
40.52,high,83.58,30.09,24.08,197205.54,34.8,57.7,0,46.12,57.74,medium
60.32,high,84.5,30.58,21.39,337234.53,32.9,66.03,1,46.67,68.85,high
2.15,low,3.53,81.24,2.01,32492.42,6.4,14.09,1,0.1,9.97,low
-2.92,medium,1.86,88.09,3.88,10605.69,4.0,1.13,0,9.52,9.54,low
106.23,medium,88.16,5.77,65.35,406879.07,43.9,80.77,1,55.76,84.48,critical
24.7,low,40.77,73.8,10.01,194025.79,12.4,38.31,1,27.34,28.9,low
26.68,low,27.44,64.26,12.38,101161.94,15.0,43.73,0,12.14,22.53,low
67.76,high,70.64,39.15,34.14,214446.82,33.8,81.64,1,33.42,66.69,high
0.89,medium,6.76,91.34,5.15,20055.28,2.2,17.33,0,0.66,10.72,low
45.52,high,80.27,25.08,22.93,187511.2,32.5,83.83,0,37.45,59.5,medium
9.56,low,15.62,92.7,3.38,48646.68,4.6,7.28,0,3.49,7.54,low
5.93,low,9.7,82.43,5.69,10406.15,6.2,19.6,0,3.95,7.82,low
6.22,medium,51.5,55.14,8.35,190113.25,20.5,35.77,0,17.36,30.97,medium
70.81,low,83.09,32.4,49.57,168465.03,23.9,59.26,0,32.78,50.45,medium
93.02,high,96.65,12.06,70.32,494983.08,42.9,92.93,1,59.5,92.16,critical
3.89,low,1.02,86.82,4.0,18973.58,6.3,19.25,1,6.65,10.16,low
96.2,high,95.78,0.68,62.62,410015.62,42.4,84.72,1,59.98,90.18,critical
0.68,low,8.32,91.54,3.31,27417.64,7.7,15.25,0,3.98,5.85,low
11.91,low,26.24,72.38,11.74,103409.7,18.0,48.57,1,18.52,24.2,low
73.3,medium,56.8,37.61,39.38,237193.77,24.2,83.19,0,43.21,56.39,medium
6.1,low,7.43,93.92,2.04,22720.29,1.1,1.55,1,3.35,7.94,low
0.2,low,16.0,87.22,5.67,48401.42,2.9,19.09,0,8.88,7.66,low
35.01,high,78.64,26.02,20.91,268401.69,27.9,62.78,1,39.18,60.61,high
104.99,high,99.86,2.45,69.72,487121.23,44.7,80.17,1,56.01,94.53,critical
5.04,low,15.49,91.85,0.51,49838.2,3.1,10.26,0,5.87,6.62,low
80.88,high,90.67,4.19,57.89,484890.12,39.1,89.78,1,56.11,87.24,critical
85.88,medium,80.68,7.5,65.8,388516.89,38.7,84.21,0,58.31,74.82,high
47.17,medium,56.5,44.06,36.39,288956.5,27.5,74.0,1,36.02,55.21,medium
-4.6,low,18.58,86.03,4.75,29595.68,2.6,3.44,0,0.04,5.61,low
55.87,medium,50.39,25.59,42.83,339775.37,27.0,54.35,1,45.79,58.85,medium
62.74,low,75.34,33.88,45.18,344225.64,26.0,63.62,0,29.41,52.1,medium
96.6,high,84.67,5.51,66.23,388900.04,38.9,89.73,1,50.69,87.49,critical
70.5,high,82.35,46.92,37.44,185208.38,19.4,64.04,1,37.03,63.75,high
59.79,high,61.39,31.4,26.86,181643.79,22.4,76.19,1,38.64,61.19,high
15.9,high,39.72,54.7,11.31,104288.06,14.8,31.25,1,22.62,38.6,medium
3.88,low,9.06,99.46,7.36,24997.93,6.7,19.23,0,5.49,6.37,low
8.54,medium,3.59,89.85,3.44,14855.65,7.1,17.3,1,1.95,16.53,low
3.12,low,12.58,86.02,4.56,46737.07,1.2,2.06,0,6.74,5.93,low
39.47,low,84.02,49.23,47.23,345298.87,37.5,61.35,0,42.93,50.37,medium
9.59,low,16.09,84.59,6.11,33799.73,4.1,7.64,0,0.3,8.07,low
4.35,low,4.28,88.16,7.46,46730.22,5.5,12.07,0,5.64,6.76,low
31.41,medium,37.63,52.53,17.84,86329.68,12.5,26.04,0,14.59,30.35,medium
113.06,high,85.53,10.66,56.75,440733.29,44.3,82.63,1,49.5,90.59,critical
95.4,high,98.71,17.35,63.65,452855.08,42.3,97.93,1,54.36,90.52,critical
43.71,low,66.62,45.08,39.8,203396.94,24.3,66.45,1,31.39,46.53,medium
25.42,medium,34.94,77.7,22.48,122401.95,7.6,35.87,1,20.68,32.11,medium
9.33,medium,5.36,84.41,3.58,33356.86,0.3,7.39,0,8.48,12.32,low
5.92,low,4.88,94.25,3.14,34830.29,3.2,9.15,0,7.95,5.26,low
36.52,medium,45.81,51.96,7.31,169197.93,8.0,29.29,1,16.21,36.71,medium
108.16,high,97.52,16.64,71.7,483867.94,38.4,98.42,1,51.86,93.61,critical
3.98,medium,19.32,94.53,7.4,19027.58,0.2,11.76,0,9.41,12.48,low
74.25,medium,81.73,49.52,44.04,284161.37,19.4,65.12,0,37.64,57.35,medium
39.04,high,20.42,71.39,20.38,174421.07,17.7,43.11,1,15.01,42.52,medium
38.7,medium,83.91,47.51,43.31,335256.95,31.7,54.49,1,28.16,57.15,medium
23.4,medium,27.46,60.96,13.38,108253.81,18.5,29.44,0,12.77,28.06,low
8.98,low,12.42,92.75,6.7,11628.64,0.1,5.09,0,7.01,5.79,low
13.14,low,36.85,71.14,8.26,163532.23,20.6,28.97,0,21.36,21.96,low
-0.87,medium,16.68,82.48,3.74,29935.6,6.0,5.72,0,6.4,12.84,low
38.69,low,76.41,39.94,29.64,323049.01,30.8,81.61,1,29.85,51.31,medium
-2.82,low,0.55,97.77,4.32,36784.96,2.8,11.05,0,9.2,3.65,low
26.12,medium,45.49,62.56,13.69,132473.74,17.4,39.26,1,27.69,36.78,medium
37.53,low,25.74,78.41,23.95,151999.46,18.7,42.57,1,13.35,30.06,medium
62.0,medium,60.44,43.34,34.5,272434.24,25.4,81.49,0,44.66,54.67,medium
84.42,high,91.05,4.04,68.66,469704.77,40.4,91.52,1,57.83,89.26,critical
86.61,high,91.86,13.73,71.56,407899.86,41.2,81.5,1,50.91,86.51,critical
109.11,high,86.46,15.23,59.07,465786.53,44.6,83.77,1,56.5,91.0,critical
7.52,low,0.34,84.41,2.95,49941.4,5.1,2.09,0,2.4,5.75,low
21.18,low,50.67,79.82,14.63,103005.26,15.0,36.44,1,22.55,27.17,low
88.32,high,90.18,9.81,63.17,406363.93,40.9,84.31,1,53.32,86.37,critical
17.09,high,27.64,50.35,18.78,195967.54,7.8,28.63,0,20.62,35.25,medium
56.65,medium,84.0,49.23,25.16,291663.97,31.6,62.13,0,36.6,54.37,medium
61.76,high,72.92,50.07,38.92,194275.31,19.9,75.89,0,40.46,58.36,medium
-2.91,low,8.89,84.51,4.79,46267.81,4.5,3.72,0,1.15,5.43,low
29.39,high,24.16,75.39,13.23,157163.86,11.3,35.25,1,16.74,37.94,medium
-1.84,low,5.3,81.02,7.67,45935.56,1.2,5.3,0,6.96,5.6,low
10.73,low,35.15,63.48,23.97,42870.11,8.9,24.7,0,23.34,18.65,low
51.55,high,50.72,26.17,21.43,188743.97,22.4,71.01,1,28.36,57.39,medium
72.38,high,53.2,36.61,49.67,186765.9,30.1,74.9,1,41.11,66.07,high
113.65,high,90.44,16.2,60.63,426536.6,41.8,82.2,1,56.06,90.79,critical
6.19,low,9.29,82.33,6.4,42309.65,3.8,10.81,0,4.12,7.55,low
111.07,high,88.47,11.81,68.92,410449.77,39.4,94.48,1,52.8,91.38,critical
67.11,high,52.57,46.66,40.55,324700.77,37.6,83.63,1,30.61,67.65,high
15.89,low,34.16,59.88,10.9,72569.38,21.0,30.22,0,11.86,20.93,low
38.65,medium,72.8,46.26,34.11,182892.78,30.8,58.59,1,47.47,52.7,medium
-2.24,low,11.66,95.62,2.05,14050.68,1.8,8.86,0,0.63,3.47,low
15.21,medium,47.86,57.51,7.1,65556.33,19.6,49.96,1,26.16,34.37,medium
36.35,high,64.64,46.86,44.49,222211.99,32.9,71.04,0,28.66,55.46,medium
28.79,high,44.29,65.3,10.86,95141.27,12.2,37.84,1,25.0,40.42,medium
7.43,low,8.53,93.34,5.94,27498.93,5.6,14.75,0,4.29,6.84,low
99.88,high,90.87,7.22,61.98,421635.58,40.6,85.56,1,56.67,89.35,critical
25.74,medium,29.12,78.73,9.55,45847.94,19.3,31.36,0,14.55,25.41,low
59.86,high,78.75,40.75,46.89,272547.23,35.7,71.45,1,28.61,68.08,high
0.2,low,10.62,87.17,1.1,21203.02,1.5,18.22,0,6.9,5.41,low
6.0,low,1.19,95.58,7.35,21066.72,2.3,14.33,0,1.63,4.66,low
44.94,medium,50.38,33.68,45.71,175614.0,25.2,78.59,1,34.05,53.24,medium
17.13,low,34.36,66.85,18.74,54992.87,18.6,38.57,1,22.74,25.89,low
9.11,low,9.53,100.0,7.87,6027.73,5.7,5.07,0,0.79,5.3,low
51.81,high,68.85,40.87,49.08,246978.18,20.6,82.41,1,41.54,64.08,high
16.6,medium,53.9,50.85,18.96,42845.95,10.4,29.39,1,11.78,32.55,medium
1.4,low,9.28,86.54,5.14,40400.3,7.5,0.68,0,6.04,6.05,low
6.9,low,1.33,85.91,1.51,33883.1,2.3,10.87,0,1.9,5.21,low
38.22,medium,39.9,78.94,12.91,156840.74,14.4,44.85,1,25.31,36.93,medium
7.85,low,5.17,88.67,6.76,28808.88,3.0,19.73,0,0.2,6.76,low
74.62,high,79.46,50.5,36.62,267261.72,19.7,72.27,1,44.68,66.9,high
13.64,high,31.95,55.39,15.75,61057.09,9.9,31.44,0,18.65,31.52,medium
-3.84,low,12.72,90.2,4.46,26520.01,1.1,14.16,0,6.76,5.41,low
-1.48,low,5.53,96.24,2.96,20676.14,6.2,13.8,1,4.74,8.38,low
19.71,low,40.08,52.57,10.7,155044.83,11.2,35.04,0,15.01,23.87,low
32.18,high,27.37,79.21,11.42,34100.28,17.8,30.97,0,12.16,31.81,medium
54.41,medium,68.93,41.83,20.58,377699.18,37.9,74.36,1,29.59,60.07,high
71.22,high,58.57,36.03,31.97,353417.21,36.4,53.16,0,28.34,63.13,high
9.81,low,14.2,92.95,2.02,15517.62,4.0,18.19,0,8.1,7.51,low
35.9,medium,58.22,45.0,35.1,360135.64,23.9,82.48,1,29.8,54.45,medium
